ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Dosage,Cost per KG,Delivery Status
7638,109-TZ-T01,Pre-PQ Process,SCMS-38400,ASN-3694,Tanzania,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,2/5/2009,2009-05-27,2009-05-27,27-May-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,Tablet,120,12560,516216.0,41.1,0.34,ABBVIE Ludwigshafen Germany,True,3073.0,12815.42,1011.78,200/50mg,4.170328669053043,On-Time
3955,114-UG-T01,Pre-PQ Process,SCMS-157,ASN-127,Uganda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2006-12-21,2006-12-21,21-Dec-06,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,Tablet - FDC,60,5080,55880.0,11.0,0.18,"Aurobindo Unit III, India",True,1172.0,5595.44,,150/300mg,4.774266211604095,On-Time
2539,104-CI-T01,Pre-PQ Process,SCMS-44120,ASN-4289,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/15/2009,2009-06-10,2009-07-15,15-Jul-09,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,Test kit,40,1000,110000.0,110.0,2.75,Bio-Rad Laboratories,True,1073.0,8114.11,215.6,,7.562078285181733,Late
438,108-VN-T01,Pre-PQ Process,SCMS-20310,ASN-1923,Vietnam,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,3/31/2008,2008-07-12,2008-07-12,12-Jul-08,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,Chewable/dispersible tablet,60,400,2800.0,7.0,0.12,"BMS Meymac, France",True,81.0,2211.05,4.48,25mg,27.296913580246915,On-Time
9675,108-VN-T01,Pre-PQ Process,SCMS-20540,ASN-2044,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/2008,2008-07-18,2008-07-18,18-Jul-08,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,Tablet,30,10080,115718.4,11.48,0.38,Mylan (formerly Matrix) Nashik,True,772.0,5893.08,185.15,600mg,7.633523316062176,On-Time
411,123-NG-T01,Pre-PQ Process,SCMS-18940,ASN-1467,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/13/2008,2008-04-17,2008-04-17,17-Apr-08,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,Test kit,20,1425,38475.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,True,483.0,5468.88,61.56,,11.322732919254658,On-Time
3010,102-NG-T01,Pre-PQ Process,SCMS-16900,ASN-1411,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/29/2008,2008-03-12,2008-03-12,12-Mar-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,Test kit,100,3199,255888.01,79.99,0.8,Inverness Japan,True,550.0,8213.59,409.42,,14.9338,On-Time
4312,102-GY-T01,Pre-PQ Process,SCMS-18510,ASN-2006,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/28/2008,2008-07-21,2008-07-21,21-Jul-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,Test kit,20,1062,33984.0,32.0,1.6,"Trinity Biotech, Plc",True,362.0,4717.51,54.37,,13.031795580110497,On-Time
16,108-VN-T01,Pre-PQ Process,SCMS-81,ASN-55,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2006-08-11,2006-08-11,11-Aug-06,ARV,Adult,Aurobindo Pharma Limited,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,Capsule,60,38000,121600.0,3.2,0.05,"Aurobindo Unit III, India",True,7590.0,45450.08,,30mg,5.988152832674572,On-Time
1530,108-VN-T01,Pre-PQ Process,SCMS-14760,ASN-1230,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,12/5/2007,2008-02-01,2008-02-01,1-Feb-08,ARV,Adult,Aurobindo Pharma Limited,"Stavudine 20mg, capsules, 60 Caps",Stavudine,Generic,Capsule,60,1200,2100.0,1.75,0.03,"Aurobindo Unit III, India",True,125.0,2429.85,3.36,20mg,19.4388,On-Time
4368,108-VN-T01,Pre-PQ Process,SCMS-20390,ASN-2204,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/2008,2008-08-12,2008-08-12,12-Aug-08,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,Tablet - FDC,60,10420,77108.0,7.4,0.12,"Cipla, Goa, India",True,1000.0,7526.06,123.37,150/200/30mg,7.52606,On-Time
8407,102-NG-T01,Pre-PQ Process,SCMS-21580,ASN-1786,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2008-05-28,2008-05-28,28-May-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,Test kit,100,1130,90388.7,79.99,0.8,Inverness Japan,True,258.0,3748.24,144.62,,14.528062015503876,On-Time
2297,108-VN-T01,Pre-PQ Process,SCMS-37160,ASN-3561,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/16/2009,2009-04-07,2009-04-07,7-Apr-09,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,Tablet,60,9000,21600.0,2.4,0.04,"Aurobindo Unit III, India",True,2228.0,9809.7,42.34,150mg,4.402917414721724,On-Time
7894,119-NA-T01,Pre-PQ Process,SCMS-47130,ASN-4416,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/5/2009,2009-07-27,2009-07-27,27-Jul-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,Test kit,100,24,1680.0,70.0,0.7,Inverness Japan,True,6.0,868.31,3.29,,144.71833333333333,On-Time
8378,108-VN-T01,Pre-PQ Process,SCMS-20360,ASN-2043,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/2008,2008-07-17,2008-07-17,17-Jul-08,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,Tablet,30,10080,115718.4,11.48,0.38,Mylan (formerly Matrix) Nashik,True,772.0,4408.29,185.15,600mg,5.710220207253886,On-Time
3992,102-NG-T01,Pre-PQ Process,SCMS-592,ASN-528,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/13/2007,2007-06-19,2007-08-06,6-Aug-07,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,Test kit,100,1500,120000.0,80.0,0.8,ABBVIE GmbH & Co.KG Wiesbaden,True,512.0,3906.29,192.0,,7.62947265625,Late
5976,117-ET-T01,Pre-PQ Process,SCMS-28720,ASN-2579,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/22/2008,2008-10-06,2008-10-03,3-Oct-08,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,Test kit,1,6998,160954.0,23.0,23.0,"KHB Test Kit Facility, Shanghai China",True,5057.0,44347.71,257.53,,8.769568914376112,On-Time
5860,113-ZW-T01,Pre-PQ Process,SCMS-25300,ASN-2997,Zimbabwe,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/12/2008,2009-01-22,2009-01-22,22-Jan-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,Test kit,100,1396,100498.04,71.99,0.72,Inverness Japan,True,414.0,5781.14,196.98,,13.964106280193237,On-Time
7675,104-CI-T01,Pre-PQ Process,SCMS-39420,ASN-3632,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/24/2009,2009-03-24,2009-03-24,24-Mar-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,Test kit,100,2000,140000.0,70.0,0.7,Inverness Japan,True,453.0,8603.58,274.4,,18.992450331125827,On-Time
6692,108-VN-T01,Pre-PQ Process,SCMS-751,ASN-633,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,7/3/2007,2007-09-10,2007-09-10,10-Sep-07,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,Tablet,120,1000,82190.0,82.19,0.68,ABBVIE Ludwigshafen Germany,True,226.0,5294.51,131.5,200/50mg,23.42703539823009,On-Time
1122,106-HT-T01,Pre-PQ Process,SCMS-42720,ASN-4787,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/2/2009,2009-09-16,2009-09-16,16-Sep-09,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,Test kit,100,60,21000.0,350.0,3.5,"Pacific Biotech, Thailand",True,144.0,3128.19,41.16,,21.723541666666666,On-Time
3781,144-BW-T01,Pre-PQ Process,SCMS-41880,ASN-4323,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/25/2009,2009-07-10,2009-07-10,10-Jul-09,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,Test kit,100,20,7000.0,350.0,3.5,"Pacific Biotech, Thailand",True,48.0,684.42,13.72,,14.25875,On-Time
1888,107-RW-T01,Pre-PQ Process,SCMS-25520,ASN-2079,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,6/13/2008,2008-07-23,2008-07-22,22-Jul-08,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,Tablet - FDC,60,47879,569281.31,11.89,0.2,"Aurobindo Unit III, India",True,5311.0,30408.04,910.85,150/300/200mg,5.725482959894559,On-Time
9179,102-BW-T01,Pre-PQ Process,SCMS-46110,ASN-4184,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/18/2009,2009-06-19,2009-06-19,19-Jun-09,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,Test kit,20,75,2400.0,32.0,1.6,"Trinity Biotech, Plc",True,25.0,808.0,4.7,,32.32,On-Time
4611,102-BW-T01,Pre-PQ Process,SCMS-27750,ASN-2397,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/28/2008,2008-11-18,2008-11-18,18-Nov-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,Test kit,20,5,160.0,32.0,1.6,"Trinity Biotech, Plc",True,3.0,1225.17,0.26,,408.39000000000004,On-Time
9173,119-NA-T01,Pre-PQ Process,SCMS-45630,ASN-4079,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/8/2009,2009-06-08,2009-06-08,8-Jun-09,ARV,Pediatric,Aurobindo Pharma Limited,"Stavudine 1mg/ml, powder for oral solution, 200 ml",Stavudine,Generic,Oral solution,200,800,1072.0,1.34,0.01,"Aurobindo Unit III, India",True,98.0,1770.43,2.1,1mg/ml,18.06561224489796,On-Time
7467,117-ET-T01,Pre-PQ Process,SCMS-32630,ASN-3154,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/27/2008,2009-01-26,2009-01-26,26-Jan-09,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,Test kit,1,3510,80730.0,23.0,23.0,"KHB Test Kit Facility, Shanghai China",True,2535.0,20083.74,158.23,,7.922579881656805,On-Time
3926,100-CI-T01,Pre-PQ Process,SCMS-2,ASN-4,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2006-05-10,2006-05-10,10-May-06,HRDT,HIV test,OMEGA DIAGNOSTICS LTD,"HIV 1/2, Visitect Kit, 25 Tests","HIV 1/2, Visitect Kit",Visitect,Test kit,25,44,1375.0,31.25,1.25,"OMEGA Diagnostics, UK",True,15.0,633.73,,,42.248666666666665,On-Time
5635,102-LS-T01,Pre-PQ Process,SCMS-18370,ASN-1660,Lesotho,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/27/2008,2008-07-14,2008-07-14,14-Jul-08,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,Test kit,100,7,2450.0,350.0,3.5,"Pacific Biotech, Thailand",True,17.0,587.63,3.92,,34.56647058823529,On-Time
5249,108-VN-T01,Pre-PQ Process,SCMS-79,ASN-53,Vietnam,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,Date Not Captured,2006-09-15,2006-09-15,15-Sep-06,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 133.3/33.3mg [Kaletra], capsules, cool, 2 x 90 Caps",Lopinavir/Ritonavir,Kaletra,Capsule,180,198,35802.36,180.82,1.0,ABBVIE (Abbott) St. P'burg USA,True,389.0,7286.16,,133.3/33.3mg,18.730488431876605,On-Time
2147,117-ET-T01,Pre-PQ Process,SCMS-32640,ASN-2935,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/27/2008,2008-12-03,2008-12-03,3-Dec-08,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,Test kit,1,3510,80730.0,23.0,23.0,"KHB Test Kit Facility, Shanghai China",True,2535.0,22433.91,158.23,,8.849668639053254,On-Time
6196,104-CI-T01,Pre-PQ Process,SCMS-35780,ASN-3151,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,12/19/2008,2009-01-20,2009-01-20,20-Jan-09,ANTM,Malaria,IDA FOUNDATION,"Quinine 300mg (as sulfate), tablets, Blister 100 x 10 Tabs",Quinine (as sulfate),Generic,Tablet - blister,1000,12,629.88,52.49,0.05,"Medopharm Malur Factory, INDIA",True,12.0,536.78,1.23,300mg,44.73166666666666,On-Time
5113,107-RW-T01,Pre-PQ Process,SCMS-43900,ASN-4553,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,7/15/2009,2009-08-12,2009-08-12,12-Aug-09,ARV,Adult,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,Tablet,30,28034,195677.32,6.98,0.23,Hetero Unit III Hyderabad IN,True,2268.0,19023.36,383.53,600mg,8.387724867724868,On-Time
8023,102-NG-T01,Pre-PQ Process,SCMS-587,ASN-417,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/30/2007,2007-05-31,2007-05-31,31-May-07,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,Test kit,100,2500,200000.0,80.0,0.8,ABBVIE GmbH & Co.KG Wiesbaden,True,851.0,5469.91,,,6.427626321974148,On-Time
5260,104-CI-T01,Pre-PQ Process,SCMS-103,ASN-61,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2006-09-06,2006-09-06,6-Sep-06,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,Tablet,60,16683,65897.85,3.95,0.07,"Aurobindo Unit III, India",True,1498.0,20257.08,,150mg,13.522750333778372,On-Time
5066,144-BW-T01,Pre-PQ Process,SCMS-41890,ASN-3780,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/25/2009,2009-04-17,2009-04-17,17-Apr-09,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,Test kit,100,20,7000.0,350.0,3.5,"Pacific Biotech, Thailand",True,48.0,1119.99,13.72,,23.333125,On-Time
3971,107-RW-T01,Pre-PQ Process,SCMS-290,ASN-191,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,12/29/2006,2007-01-25,2007-03-09,9-Mar-07,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,Test kit,20,500,20000.0,40.0,2.0,"Trinity Biotech, Plc",True,173.0,17928.53,,,103.63312138728323,Late
4100,104-CI-T01,Pre-PQ Process,SCMS-12370,ASN-823,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,9/18/2007,2007-10-25,2007-10-25,25-Oct-07,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,Test kit,20,250,6750.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,True,68.0,1711.86,10.8,,25.17441176470588,On-Time
9225,123-NG-T01,Pre-PQ Process,SCMS-48440,ASN-4596,Nigeria,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,7/13/2009,2009-09-03,2009-09-03,3-Sep-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,Tablet,120,5000,205500.0,41.1,0.34,ABBVIE Ludwigshafen Germany,True,1246.0,10490.77,402.78,200/50mg,8.419558587479937,On-Time
3479,117-ET-T01,Pre-PQ Process,SCMS-32630,ASN-3156,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/27/2008,2009-01-26,2009-01-20,20-Jan-09,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,Test kit,1,3510,80730.0,23.0,23.0,"KHB Test Kit Facility, Shanghai China",True,2535.0,20083.74,158.23,,7.922579881656805,On-Time
4722,119-NA-T01,Pre-PQ Process,SCMS-30720,ASN-2586,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,9/19/2008,2008-10-08,2008-10-08,8-Oct-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,Test kit,20,650,20800.0,32.0,1.6,"Trinity Biotech, Plc",True,220.0,7078.9,33.28,,32.17681818181818,On-Time
1156,107-RW-T01,Pre-PQ Process,SCMS-43890,ASN-4503,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,4/15/2009,2009-07-25,2009-07-25,25-Jul-09,ARV,Adult,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,Tablet,30,55356,386384.88,6.98,0.23,Hetero Unit III Hyderabad IN,True,4482.0,37404.74,757.31,600mg,8.345546630968316,On-Time
3097,108-VN-T01,Pre-PQ Process,SCMS-20450,ASN-1888,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/2008,2008-06-20,2008-06-20,20-Jun-08,ARV,Adult,STRIDES ARCOLAB LIMITED,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,Capsule,60,2464,3720.64,1.51,0.03,"Strides, Bangalore, India.",True,114.0,2879.96,5.95,30mg,25.26280701754386,On-Time
96,102-NG-T01,Pre-PQ Process,SCMS-570,ASN-451,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/17/2007,2007-06-19,2007-06-19,19-Jun-07,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,Test kit,20,7500,202500.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,True,2278.0,15893.71,,,6.977045654082528,On-Time
9088,106-HT-T01,Pre-PQ Process,SCMS-42680,ASN-3808,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/2/2009,2009-04-24,2009-04-24,24-Apr-09,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,Test kit,100,150,20850.0,139.0,1.39,"Trinity Biotech, Plc",True,105.0,1894.41,40.87,,18.042,On-Time
5936,108-VN-T01,Pre-PQ Process,SCMS-27320,ASN-2792,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/24/2008,2008-11-21,2008-11-21,21-Nov-08,ARV,Adult,Aurobindo Pharma Limited,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,Tablet,60,880,20680.0,23.5,0.39,"Aurobindo Unit III, India",True,331.0,2771.84,40.53,300mg,8.374138972809668,On-Time
7184,113-ZW-T01,Pre-PQ Process,SCMS-25310,ASN-2632,Zimbabwe,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/12/2008,2008-11-17,2008-11-17,17-Nov-08,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,Test kit,25,7864,157280.0,20.0,0.8,"Standard Diagnostics, Korea",True,2450.0,18087.86,308.27,,7.3828000000000005,On-Time
1820,106-HT-T01,Pre-PQ Process,SCMS-23980,ASN-2640,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/23/2008,2008-10-27,2008-10-27,27-Oct-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,Test kit,100,1123,78610.0,70.0,0.7,Inverness Japan,True,257.0,2851.72,154.08,,11.096186770428014,On-Time
9089,106-HT-T01,Pre-PQ Process,SCMS-42690,ASN-4799,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/2/2009,2009-08-31,2009-08-31,31-Aug-09,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,Test kit,100,150,20850.0,139.0,1.39,"Trinity Biotech, Plc",True,113.0,2486.15,40.87,,22.00132743362832,On-Time
134,100-HT-T01,Pre-PQ Process,SCMS-10130,ASN-616,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/26/2007,2007-08-25,2007-08-25,25-Aug-07,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,Test kit,100,25,8750.0,350.0,3.5,"Pacific Biotech, Thailand",True,60.0,3097.85,14.0,,51.630833333333335,On-Time
6084,111-MZ-T01,Pre-PQ Process,SCMS-31770,ASN-2946,Mozambique,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/14/2008,2008-12-29,2008-12-29,29-Dec-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,Test kit,20,4916,157312.0,32.0,1.6,"Trinity Biotech, Plc",True,1651.0,23300.18,308.33,,14.112768019382193,On-Time
80,107-RW-T01,Pre-PQ Process,SCMS-488,ASN-299,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2007-03-29,2007-03-29,29-Mar-07,HRDT,HIV test,Premier Medical Corporation Ltd.,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests","HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit",First Response,Test kit,30,2000,33000.0,16.5,0.55,Premier Med. Corp Ltd. India,True,710.0,3120.7,,,4.395352112676056,On-Time
1971,102-GY-T01,Pre-PQ Process,SCMS-27680,ASN-2910,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/28/2008,2008-12-15,2008-12-15,15-Dec-08,MRDT,Malaria,ZEPHYR BIOMEDICALS,"Malaria Paramax-3 Kit, 25 Tests",Malaria Paramax-3 Kit,Paramax,Test kit,25,108,4050.0,37.5,1.5,Not Applicable,True,34.0,648.27,7.94,,19.066764705882353,On-Time
